來源,縣市,地區,標題,租金,租金數字,押金,地址,樓層,坪數,房型,連結
591,台中,,近興大、中山醫.嚴選優質電梯套房 - 591租屋網,"6,000 元/月",6000,押金 二個月,近興大、中山醫.嚴選優質電梯套房 - 591租屋網,3F/4F,4坪,整層住家,https://rent.591.com.tw/21340824
591,台中,,近中興大學光世代網路學生套房 - 591租屋網,"5,200 元/月",5200,"押金 10,000元",近中興大學光世代網路學生套房 - 591租屋網,3F/5F,6坪,整層住家,https://rent.591.com.tw/21373429
591,台中,,租補可，整層三戶.各自獨套.同學同住照應方便，年繳優惠價 - 591租屋網,"5,999 元/月",5999,押金二個月,與其他網路平臺相比，591擁有更多精準的買屋人群，現在加入即可免費獲取看屋人潮喔！,5F/6F,6坪,整層住家,https://rent.591.com.tw/21399702
591,台中,,北區✨獨洗曬系統櫃流理台💕大間大陽台可租補 - 591租屋網,"10,000 元/月",10000,押金 二個月,北區✨獨洗曬系統櫃流理台💕大間大陽台可租補 - 591租屋網,2F/5F,10坪,整層住家,https://rent.591.com.tw/21490544
591,台中,,銷售中新建案,"9,999 元/月",9999,押金 二個月,免追垃圾車｜大樓套房｜乾溼分離｜指紋密碼鎖｜嶺東科大｜限男生 - 591租屋網,12F/17F,8坪,整層住家,https://rent.591.com.tw/21474897
信義,台中,,"台中市西屯區桂冠歐洲獨立套房出租，租金9,500，立即了解更多租屋資訊","9,500 元/月",9500,,"台中市西屯區桂冠歐洲獨立套房出租，租金9,500，立即了解更多租屋資訊",樓層：7樓/共12樓,坪數：10.80坪,"台中市西屯區桂冠歐洲獨立套房出租，租金9,500，立即了解更多租屋資訊",https://www.sinyi.com.tw/rent/houseno/C358386
信義,台中,,"台中市北區可雙租補！近中國醫美套房，租金9,000，立即了解更多租屋資訊","9,000 元/月",9000,,"台中市北區可雙租補！近中國醫美套房，租金9,000，立即了解更多租屋資訊",樓層：7樓/共13樓,坪數：9.08坪,"台中市北區可雙租補！近中國醫美套房，租金9,000，立即了解更多租屋資訊",https://www.sinyi.com.tw/rent/houseno/C359442
信義,台中,,"台中市北區誠。益民商圈出租套房４Ｂ，租金7,000，立即了解更多租屋資訊","7,000 元/月",7000,,"台中市北區誠。益民商圈出租套房４Ｂ，租金7,000，立即了解更多租屋資訊",樓層：4樓/共4樓,坪數：4.00坪,"台中市北區誠。益民商圈出租套房４Ｂ，租金7,000，立即了解更多租屋資訊",https://www.sinyi.com.tw/rent/houseno/C359943
信義,台中,,"台中市西屯區近逢甲套房家具可討論！，租金9,000，立即了解更多租屋資訊","9,000 元/月",9000,,"台中市西屯區近逢甲套房家具可討論！，租金9,000，立即了解更多租屋資訊",樓層：10樓/共12樓,坪數：7.80坪,"台中市西屯區近逢甲套房家具可討論！，租金9,000，立即了解更多租屋資訊",https://www.sinyi.com.tw/rent/houseno/C352085
信義,台中,,"台中市西區五權車站旁溫情好租套房，租金8,500，立即了解更多租屋資訊","8,500 元/月",8500,,"台中市西區五權車站旁溫情好租套房，租金8,500，立即了解更多租屋資訊",樓層：16樓/共19樓,坪數：9.31坪,"台中市西區五權車站旁溫情好租套房，租金8,500，立即了解更多租屋資訊",https://www.sinyi.com.tw/rent/houseno/C363103
信義,台中,,"台中市西屯區逢甲可租補急租套房，租金7,000，立即了解更多租屋資訊","7,000 元/月",7000,,"台中市西屯區逢甲可租補急租套房，租金7,000，立即了解更多租屋資訊",樓層：3樓/共5樓,坪數：6.89坪,"台中市西屯區逢甲可租補急租套房，租金7,000，立即了解更多租屋資訊",https://www.sinyi.com.tw/rent/houseno/C357063
信義,台中,,"台中市西區近五權車站美套房，租金8,500，立即了解更多租屋資訊","8,500 元/月",8500,,"台中市西區近五權車站美套房，租金8,500，立即了解更多租屋資訊",樓層：7樓/共19樓,坪數：7.99坪,"台中市西區近五權車站美套房，租金8,500，立即了解更多租屋資訊",https://www.sinyi.com.tw/rent/houseno/C339564
信義,台中,,"台中市西區西區可寵物租補大套房，租金9,000，立即了解更多租屋資訊","9,000 元/月",9000,,"台中市西區西區可寵物租補大套房，租金9,000，立即了解更多租屋資訊",樓層：13樓/共19樓,坪數：7.26坪,"台中市西區西區可寵物租補大套房，租金9,000，立即了解更多租屋資訊",https://www.sinyi.com.tw/rent/houseno/C358748
信義,台中,,"台中市北區永興街獨立套房－Ａ室，租金9,000，立即了解更多租屋資訊","9,000 元/月",9000,,"台中市北區永興街獨立套房－Ａ室，租金9,000，立即了解更多租屋資訊",樓層：2樓/共5樓,坪數：3.00坪,"台中市北區永興街獨立套房－Ａ室，租金9,000，立即了解更多租屋資訊",https://www.sinyi.com.tw/rent/houseno/C355012
信義,台中,,"台中市北屯區嘉年華優質套房，租金6,600，立即了解更多租屋資訊","6,600 元/月",6600,,"台中市北屯區嘉年華優質套房，租金6,600，立即了解更多租屋資訊",樓層：4樓/共12樓,坪數：9.07坪,"台中市北屯區嘉年華優質套房，租金6,600，立即了解更多租屋資訊",https://www.sinyi.com.tw/rent/houseno/C360888
信義,台中,,"台中市大里區近中興大學★大套房，租金9,000，立即了解更多租屋資訊","9,000 元/月",9000,,"台中市大里區近中興大學★大套房，租金9,000，立即了解更多租屋資訊",樓層：10樓/共16樓,坪數：11.32坪,"台中市大里區近中興大學★大套房，租金9,000，立即了解更多租屋資訊",https://www.sinyi.com.tw/rent/houseno/C325019
信義,台中,,"台中市北區誠。益民商圈出租套房３Ａ，租金6,000，立即了解更多租屋資訊","6,000 元/月",6000,,"台中市北區誠。益民商圈出租套房３Ａ，租金6,000，立即了解更多租屋資訊",樓層：3樓/共4樓,坪數：4.00坪,"台中市北區誠。益民商圈出租套房３Ａ，租金6,000，立即了解更多租屋資訊",https://www.sinyi.com.tw/rent/houseno/C359944
信義,台中,,"台中市北區學士ＶＩＳＡ套房可租補，租金10,000，立即了解更多租屋資訊","10,000 元/月",10000,,"台中市北區學士ＶＩＳＡ套房可租補，租金10,000，立即了解更多租屋資訊",樓層：2樓/共8樓,坪數：10.31坪,"台中市北區學士ＶＩＳＡ套房可租補，租金10,000，立即了解更多租屋資訊",https://www.sinyi.com.tw/rent/houseno/C348648
信義,台中,,"台中市西屯區近東海套房出租，租金6,500，立即了解更多租屋資訊","6,500 元/月",6500,,"台中市西屯區近東海套房出租，租金6,500，立即了解更多租屋資訊",樓層：14樓/共15樓,坪數：4.00坪,"台中市西屯區近東海套房出租，租金6,500，立即了解更多租屋資訊",https://www.sinyi.com.tw/rent/houseno/C355801
信義,台中,,"台中市北區崇德商圈獨洗獨曬文青套房，租金6,200，立即了解更多租屋資訊","6,200 元/月",6200,,"台中市北區崇德商圈獨洗獨曬文青套房，租金6,200，立即了解更多租屋資訊",樓層：4樓/共5樓,坪數：4.00坪,"台中市北區崇德商圈獨洗獨曬文青套房，租金6,200，立即了解更多租屋資訊",https://www.sinyi.com.tw/rent/houseno/C356306
信義,台中,,"台中市西區＜開放＞柳川。藝術。貴族，租金10,000，立即了解更多租屋資訊","10,000 元/月",10000,,"台中市西區＜開放＞柳川。藝術。貴族，租金10,000，立即了解更多租屋資訊",樓層：8樓/共12樓,坪數：9.56坪,我已閱讀並同意信義房屋的,https://www.sinyi.com.tw/rent/houseno/C356048
租租通,台中,,內湖分租套房,"$9,800元/月",9800,,,5 樓/6樓,法定用途，建物面積等，可自行詢問出租方。,分租套房,https://www.dd-room.com/object/m4sjrhgxxvyyelxn
